src/dopemux/cli.py:19:import signal
src/dopemux/cli.py:51:from .adhd import AttentionMonitor, ContextManager, TaskDecomposer
src/dopemux/cli.py:142:    "focused": {
services/task-orchestrator/test_integration_bridge_events.py:128:                "state": "focused",
services/task-orchestrator/test_integration_bridge_events.py:130:                "attention_level": "focused"
services/task-orchestrator/test_integration_bridge_events.py:137:            json=adhd_state_event
services/task-orchestrator/task_orchestrator/config.py:44:    adhd_config: Dict[str, Any] = field(default_factory=lambda: {
services/task-orchestrator/task_orchestrator/config.py:52:        "hyperfocus_warning_minutes": 60
services/task-orchestrator/intelligence/switch_cost_calculator.py:78:        "focused": 1.0,
services/task-orchestrator/intelligence/switch_cost_calculator.py:99:        adhd_state: Optional[any] = None,  # ADHDState object
services/task-orchestrator/intelligence/switch_cost_calculator.py:108:            adhd_state: Current ADHD state (energy, attention, cognitive load)
services/task-orchestrator/intelligence/switch_cost_calculator.py:133:        state_multiplier = self._get_state_multiplier(adhd_state, flow_state)
services/task-orchestrator/intelligence/switch_cost_calculator.py:151:            "adhd_multiplier": state_multiplier
services/task-orchestrator/intelligence/switch_cost_calculator.py:313:        adhd_state: Optional[any],
services/task-orchestrator/intelligence/switch_cost_calculator.py:329:        if adhd_state:
services/task-orchestrator/intelligence/switch_cost_calculator.py:330:            attention = getattr(adhd_state, 'attention_level', 'normal')
services/task-orchestrator/intelligence/switch_cost_calculator.py:334:            cognitive_load = getattr(adhd_state, 'cognitive_load', 0.5)
services/task-orchestrator/intelligence/switch_cost_calculator.py:365:                if flow_level_str in ['flow', 'focused']:
services/task-orchestrator/intelligence/switch_cost_calculator.py:405:    adhd_state: Optional[any] = None,
services/task-orchestrator/intelligence/switch_cost_calculator.py:414:        adhd_state: Current ADHD state (optional)
services/task-orchestrator/intelligence/switch_cost_calculator.py:424:            adhd_state=current_adhd_state
services/task-orchestrator/intelligence/switch_cost_calculator.py:430:    return calculator.calculate_switch_cost(from_task, to_task, adhd_state, flow_state)
services/task-orchestrator/task_orchestrator/mcp/__init__.py:10:from ..adhd import adhd_monitor
services/task-orchestrator/task_orchestrator/mcp/__init__.py:45:        "description": "Batch tasks into ADHD-friendly groups for focused work sessions",
services/task-orchestrator/task_orchestrator/mcp/__init__.py:64:        "name": "get_adhd_state",
services/task-orchestrator/task_orchestrator/mcp/__init__.py:73:        "description": "Get ADHD-aware task recommendations based on current energy and focus",
services/task-orchestrator/task_orchestrator/mcp/__init__.py:121:        elif tool_name == "get_adhd_state":
services/task-orchestrator/task_orchestrator/mcp/__init__.py:122:            return adhd_monitor.get_adhd_state()
services/task-orchestrator/task_orchestrator/mcp/__init__.py:131:            adhd_monitor.record_break()
services/task-orchestrator/task_orchestrator/mcp/__init__.py:209:    adhd_state = adhd_monitor.get_adhd_state()
services/task-orchestrator/task_orchestrator/mcp/__init__.py:214:    if adhd_state.get("break_needed"):
services/task-orchestrator/task_orchestrator/mcp/__init__.py:238:            "reason": "High-energy task for focused work",
services/task-orchestrator/task_orchestrator/mcp/__init__.py:244:        "adhd_state": adhd_state,
services/task-orchestrator/observability/adhd_dashboard.py:36:        with open('adhd_dashboard.json', 'w') as f:
services/task-orchestrator/observability/adhd_dashboard.py:59:                "tags": ["adhd", "component-6", "productivity"],
services/task-orchestrator/observability/adhd_dashboard.py:74:            self._panel_focus_duration_histogram(),
services/task-orchestrator/observability/adhd_dashboard.py:97:                        sum(rate(adhd_tasks_completed_total[1h]))
services/task-orchestrator/observability/adhd_dashboard.py:99:                        sum(rate(adhd_tasks_started_total[1h]))
services/task-orchestrator/observability/adhd_dashboard.py:121:    def _panel_focus_duration_histogram(self) -> Dict[str, Any]:
services/task-orchestrator/observability/adhd_dashboard.py:125:        Shows: Histogram of focus session lengths
services/task-orchestrator/observability/adhd_dashboard.py:133:                "expr": "adhd_focus_duration_seconds",
services/task-orchestrator/observability/adhd_dashboard.py:136:            "description": "Distribution of focus session lengths. ADHD optimal: 15-45 minutes."
services/task-orchestrator/observability/adhd_dashboard.py:151:                "expr": "adhd_current_flow_state",
services/task-orchestrator/observability/adhd_dashboard.py:171:            "description": "Green areas indicate hyperfocus/flow state (protect from interruptions)"
services/task-orchestrator/observability/adhd_dashboard.py:186:                "expr": 'adhd_cognitive_load{load_category="optimal"}',
services/task-orchestrator/observability/adhd_dashboard.py:223:                        adhd_cognitive_load_distribution[1h]
services/task-orchestrator/observability/adhd_dashboard.py:244:                    "expr": "adhd_task_velocity_per_day",
services/task-orchestrator/observability/adhd_dashboard.py:248:                    "expr": "adhd_complexity_adjusted_velocity",
services/task-orchestrator/observability/adhd_dashboard.py:269:                        rate(adhd_context_switches_total[1h]) * 86400
services/task-orchestrator/observability/adhd_dashboard.py:289:                "expr": "adhd_context_switch_recovery_seconds",
services/task-orchestrator/observability/adhd_dashboard.py:295:    def export_to_file(self, filename: str = "adhd_dashboard.json"):
services/task-orchestrator/observability/adhd_dashboard.py:318:    output_path = "/tmp/adhd_intelligence_dashboard.json"
services/task-orchestrator/test_eventbus_subscription.py:135:        data={"state": "focused", "energy_level": "high", "attention_level": "focused"},
services/task-orchestrator/tests/test_suppression_telemetry.py:4:Validates that all 6 suppression rules are tracked correctly,
services/task-orchestrator/tests/test_suppression_telemetry.py:6:suppression report provides actionable signal/noise data.
services/task-orchestrator/tests/test_suppression_telemetry.py:66:    """Test that events pass through when no suppression rules are triggered."""
services/task-orchestrator/tests/test_suppression_telemetry.py:75:    assert coordinator.suppression_telemetry.events_received == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:76:    assert coordinator.suppression_telemetry.events_passed == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:77:    assert coordinator.suppression_telemetry.events_suppressed == 0
services/task-orchestrator/tests/test_suppression_telemetry.py:81:async def test_custom_filter_suppression(coordinator):
services/task-orchestrator/tests/test_suppression_telemetry.py:94:    assert coordinator.suppression_telemetry.events_received == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:95:    assert coordinator.suppression_telemetry.events_passed == 0
services/task-orchestrator/tests/test_suppression_telemetry.py:96:    assert coordinator.suppression_telemetry.events_suppressed == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:97:    assert coordinator.suppression_telemetry.suppressed_by_custom_filter == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:101:async def test_deep_focus_priority_suppression(coordinator):
services/task-orchestrator/tests/test_suppression_telemetry.py:102:    """Test that low-priority events are suppressed in deep focus mode."""
services/task-orchestrator/tests/test_suppression_telemetry.py:103:    coordinator.current_focus_mode = "deep"
services/task-orchestrator/tests/test_suppression_telemetry.py:106:    # Low priority event should be suppressed in deep focus
services/task-orchestrator/tests/test_suppression_telemetry.py:111:    assert coordinator.suppression_telemetry.suppressed_by_deep_focus_priority == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:118:    assert coordinator.suppression_telemetry.events_passed == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:122:async def test_deep_focus_interrupt_suppression(coordinator):
services/task-orchestrator/tests/test_suppression_telemetry.py:123:    """Test that non-interrupting events are suppressed in deep focus unless critical."""
services/task-orchestrator/tests/test_suppression_telemetry.py:124:    coordinator.current_focus_mode = "deep"
services/task-orchestrator/tests/test_suppression_telemetry.py:127:    # High priority but interruption_allowed=False should be suppressed
services/task-orchestrator/tests/test_suppression_telemetry.py:135:    assert coordinator.suppression_telemetry.suppressed_by_deep_focus_interrupt == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:148:async def test_energy_level_suppression(coordinator):
services/task-orchestrator/tests/test_suppression_telemetry.py:149:    """Test that high cognitive load events are suppressed when energy is low."""
services/task-orchestrator/tests/test_suppression_telemetry.py:153:    # High cognitive load event should be suppressed
services/task-orchestrator/tests/test_suppression_telemetry.py:158:    assert coordinator.suppression_telemetry.suppressed_by_energy_level == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:168:async def test_flood_suppression(coordinator):
services/task-orchestrator/tests/test_suppression_telemetry.py:169:    """Test that event flooding is detected and suppressed."""
services/task-orchestrator/tests/test_suppression_telemetry.py:177:    assert coordinator.suppression_telemetry.suppressed_by_flood == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:181:async def test_expiry_suppression(coordinator):
services/task-orchestrator/tests/test_suppression_telemetry.py:182:    """Test that expired events are tracked in suppression telemetry."""
services/task-orchestrator/tests/test_suppression_telemetry.py:192:    assert coordinator.suppression_telemetry.suppressed_by_expiry == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:210:    assert coordinator.suppression_telemetry.per_event_type["task_created"]["received"] == 2
services/task-orchestrator/tests/test_suppression_telemetry.py:211:    assert coordinator.suppression_telemetry.per_event_type["task_updated"]["received"] == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:213:    # Now suppress one TASK_CREATED event
services/task-orchestrator/tests/test_suppression_telemetry.py:221:    assert coordinator.suppression_telemetry.per_event_type["task_created"]["received"] == 3
services/task-orchestrator/tests/test_suppression_telemetry.py:222:    assert coordinator.suppression_telemetry.per_event_type["task_created"]["suppressed"] == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:239:    assert coordinator.suppression_telemetry.per_priority["CRITICAL"]["received"] == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:240:    assert coordinator.suppression_telemetry.per_priority["HIGH"]["received"] == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:241:    assert coordinator.suppression_telemetry.per_priority["MEDIUM"]["received"] == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:243:    # Suppress a LOW priority event in deep focus
services/task-orchestrator/tests/test_suppression_telemetry.py:244:    coordinator.current_focus_mode = "deep"
services/task-orchestrator/tests/test_suppression_telemetry.py:248:    assert coordinator.suppression_telemetry.per_priority["LOW"]["received"] == 1
services/task-orchestrator/tests/test_suppression_telemetry.py:249:    assert coordinator.suppression_telemetry.per_priority["LOW"]["suppressed"] == 1
